#PATH-POINTS-START Path
31.229,-18.76,120
32.173,-16.997,120
33.17,-15.263,120
34.217,-13.56,120
35.309,-11.884,120
36.443,-10.236,120,0
37.627,-8.625,120
38.873,-7.061,120
40.181,-5.548,120
41.554,-4.094,120
42.995,-2.708,120
44.505,-1.396,120
46.082,-0.167,120
47.726,0.972,120
49.433,2.013,120
51.199,2.951,120
53.018,3.784,120
54.882,4.508,120
56.783,5.127,120
58.715,5.644,120
60.67,6.064,120
62.642,6.395,120
64.627,6.644,120
66.619,6.82,120
68.615,6.932,120
70.615,6.989,120
72.615,6.998,120
74.614,6.968,120
76.613,6.906,120
78.611,6.82,120
80.609,6.716,120
82.605,6.6,120
84.602,6.479,120
86.598,6.358,120
88.595,6.243,120
90.592,6.138,120
92.59,6.048,120
94.589,5.978,120
96.588,5.933,120
98.588,5.917,120
100.588,5.934,120
101.499,5.953,120,0
101.499,5.953,0,0
#PATH.JERRYIO-DATA {"appVersion":"0.4.1","format":"path.jerryio v0.1.x (cm, rpm)","gc":{"robotWidth":30,"robotHeight":30,"robotIsHolonomic":false,"showRobot":true,"uol":1,"pointDensity":2,"controlMagnetDistance":5,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"MaEkXauRmv","x":-121.41406204697013,"y":-145.54737605102926,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"GOO6ReXEfO","x":100.16393157436936,"y":-146.21477964627425,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"J3LExcvrhb"},{"controls":[{"uid":"GOO6ReXEfO","x":100.16393157436936,"y":-146.21477964627425,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"zainZiC9SM","x":142.21035807480428,"y":-124.19046100318931,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"5NPtKcuzlh"},{"controls":[{"uid":"zainZiC9SM","x":142.21035807480428,"y":-124.19046100318931,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"lU9vW9OWXo","x":198.27226007538414,"y":-53.445679907219464,"lock":false,"visible":true,"__type":"control"},{"uid":"wpoxQd9MXh","x":82.4777363003769,"y":-103.50094955059436,"lock":false,"visible":true,"__type":"control"},{"uid":"V8t5aRXwjD","x":53.44567990721947,"y":-79.47442012177441,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"sbF24baZP2"},{"controls":[{"uid":"V8t5aRXwjD","x":53.44567990721947,"y":-79.47442012177441,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"H0QwN4sZi7","x":24.41362351406203,"y":-55.44789069295447,"lock":false,"visible":true,"__type":"control"},{"uid":"nrAZl6xAhG","x":18.74069295447955,"y":-35.759484633227004,"lock":false,"visible":true,"__type":"control"},{"uid":"ulb4Io9nfa","x":36.09318643084951,"y":-10.731849811539565,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"zBOys33RNU"},{"controls":[{"uid":"ulb4Io9nfa","x":36.09318643084951,"y":-10.731849811539565,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"OlqRvygT5a","x":53.445679907219464,"y":14.295785010147874,"lock":false,"visible":true,"__type":"control"},{"uid":"nSkyXBC78A","x":75.8037003479269,"y":5.285836474340399,"lock":false,"visible":true,"__type":"control"},{"uid":"xVqZIotDMe","x":101.49873876485935,"y":5.953240069585397,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"uid":"qiPw6Fmd50"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.8}},"name":"Path","uid":"26VgkxqZzI","lock":false,"visible":true}]}
